BondID,SecurityType,IssueDate,MaturityDate,OriginalMaturityYears,FaceValue,CouponRate,HolderType,Status,MaturityCategory,OriginalPrincipal,AdjustedPrincipal,ReferenceCPI_Issue,IndexRatio,FixedSpread,AccruedInterest_FRN,BenchmarkRate_FRN,LastAccrualDate,IssuePriceRatio,IssueProceeds,IssueYieldAtIssue,TimeToMaturity,DiscountYield,CleanPrice,AccruedInterest,DirtyValue,DirtyPriceRatio,cohort_id,cusip_or_synthetic_id,issue_proceeds_bil,face_value_bil,adjusted_principal_bil,holder_bucket,ratewall_perimeter,source_family,source_key,observability_tier,central_default_eligible,sensitivity_only,source_status,claim_boundary
253,Fixed,2019-09-30,2026-09-30,7.00068446,2.455975890060,0.016250000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,2.455975890060,0.016330000000,,,,,,,mspd_2026-05-31_912828YG9_253,912828YG9,2.455975890060,2.455975890060,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YG9,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
254,Fixed,2019-09-30,2026-09-30,7.00068446,4.831264847105,0.016250000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,4.831264847105,0.016330000000,,,,,,,mspd_2026-05-31_912828YG9_254,912828YG9,4.831264847105,4.831264847105,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YG9,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
255,Fixed,2019-09-30,2026-09-30,7.00068446,11.547730629209,0.016250000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,11.547730629209,0.016330000000,,,,,,,mspd_2026-05-31_912828YG9_255,912828YG9,11.547730629209,11.547730629209,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YG9,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
256,Fixed,2019-09-30,2026-09-30,7.00068446,16.840736099305,0.016250000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,16.840736099305,0.016330000000,,,,,,,mspd_2026-05-31_912828YG9_256,912828YG9,16.840736099305,16.840736099305,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YG9,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
257,Fixed,2021-09-30,2026-09-30,4.99931554,4.744948952054,0.008750000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,4.744948952054,0.009900000000,,,,,,,mspd_2026-05-31_91282CCZ2_257,91282CCZ2,4.744948952054,4.744948952054,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CCZ2,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
258,Fixed,2021-09-30,2026-09-30,4.99931554,9.334010633468,0.008750000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,9.334010633468,0.009900000000,,,,,,,mspd_2026-05-31_91282CCZ2_258,91282CCZ2,9.334010633468,9.334010633468,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CCZ2,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
259,Fixed,2021-09-30,2026-09-30,4.99931554,22.310232184859,0.008750000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,22.310232184859,0.009900000000,,,,,,,mspd_2026-05-31_91282CCZ2_259,91282CCZ2,22.310232184859,22.310232184859,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CCZ2,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
260,Fixed,2021-09-30,2026-09-30,4.99931554,32.536326366072,0.008750000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,32.536326366072,0.009900000000,,,,,,,mspd_2026-05-31_91282CCZ2_260,91282CCZ2,32.536326366072,32.536326366072,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CCZ2,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
261,Fixed,2024-09-30,2026-09-30,1.99863107,4.896067549610,0.035000000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,4.896067549610,0.035200000000,,,,,,,mspd_2026-05-31_91282CLP4_261,91282CLP4,4.896067549610,4.896067549610,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CLP4,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
262,Fixed,2024-09-30,2026-09-30,1.99863107,9.631283082710,0.035000000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,9.631283082710,0.035200000000,,,,,,,mspd_2026-05-31_91282CLP4_262,91282CLP4,9.631283082710,9.631283082710,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CLP4,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
263,Fixed,2024-09-30,2026-09-30,1.99863107,23.020775339909,0.035000000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,23.020775339909,0.035200000000,,,,,,,mspd_2026-05-31_91282CLP4_263,91282CLP4,23.020775339909,23.020775339909,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CLP4,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
264,Fixed,2024-09-30,2026-09-30,1.99863107,33.572553322310,0.035000000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,33.572553322310,0.035200000000,,,,,,,mspd_2026-05-31_91282CLP4_264,91282CLP4,33.572553322310,33.572553322310,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CLP4,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
265,Fixed,2023-10-16,2026-10-15,2.99794661,2.951395442419,0.046250000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,2.951395442419,0.047400000000,,,,,,,mspd_2026-05-31_91282CJC6_265,91282CJC6,2.951395442419,2.951395442419,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CJC6,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
266,Fixed,2023-10-16,2026-10-15,2.99794661,5.805827780546,0.046250000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,5.805827780546,0.047400000000,,,,,,,mspd_2026-05-31_91282CJC6_266,91282CJC6,5.805827780546,5.805827780546,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CJC6,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
267,Fixed,2023-10-16,2026-10-15,2.99794661,13.877139302247,0.046250000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,13.877139302247,0.047400000000,,,,,,,mspd_2026-05-31_91282CJC6_267,91282CJC6,13.877139302247,13.877139302247,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CJC6,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
268,Fixed,2023-10-16,2026-10-15,2.99794661,20.237850042268,0.046250000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,20.237850042268,0.047400000000,,,,,,,mspd_2026-05-31_91282CJC6_268,91282CJC6,20.237850042268,20.237850042268,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CJC6,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
269,Fixed,2019-10-31,2026-10-31,7.00068446,2.414847799885,0.016250000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,2.414847799885,0.016570000000,,,,,,,mspd_2026-05-31_912828YQ7_269,912828YQ7,2.414847799885,2.414847799885,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YQ7,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
270,Fixed,2019-10-31,2026-10-31,7.00068446,4.750359860578,0.016250000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,4.750359860578,0.016570000000,,,,,,,mspd_2026-05-31_912828YQ7_270,912828YQ7,4.750359860578,4.750359860578,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YQ7,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
271,Fixed,2019-10-31,2026-10-31,7.00068446,11.354350837264,0.016250000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,11.354350837264,0.016570000000,,,,,,,mspd_2026-05-31_912828YQ7_271,912828YQ7,11.354350837264,11.354350837264,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YQ7,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
272,Fixed,2019-10-31,2026-10-31,7.00068446,16.558718952589,0.016250000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,16.558718952589,0.016570000000,,,,,,,mspd_2026-05-31_912828YQ7_272,912828YQ7,16.558718952589,16.558718952589,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YQ7,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
273,Fixed,2021-11-01,2026-10-31,4.99657769,4.629553105043,0.011250000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,4.629553105043,0.011570000000,,,,,,,mspd_2026-05-31_91282CDG3_273,91282CDG3,4.629553105043,4.629553105043,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CDG3,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
274,Fixed,2021-11-01,2026-10-31,4.99657769,9.107010074780,0.011250000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,9.107010074780,0.011570000000,,,,,,,mspd_2026-05-31_91282CDG3_274,91282CDG3,9.107010074780,9.107010074780,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CDG3,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
275,Fixed,2021-11-01,2026-10-31,4.99657769,21.767653504667,0.011250000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,21.767653504667,0.011570000000,,,,,,,mspd_2026-05-31_91282CDG3_275,91282CDG3,21.767653504667,21.767653504667,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CDG3,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
276,Fixed,2021-11-01,2026-10-31,4.99657769,31.745051901882,0.011250000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,31.745051901882,0.011570000000,,,,,,,mspd_2026-05-31_91282CDG3_276,91282CDG3,31.745051901882,31.745051901882,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CDG3,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
277,Fixed,2024-10-31,2026-10-31,1.99863107,4.606167847111,0.041250000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,4.606167847111,0.041300000000,,,,,,,mspd_2026-05-31_91282CLS8_277,91282CLS8,4.606167847111,4.606167847111,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CLS8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
278,Fixed,2024-10-31,2026-10-31,1.99863107,9.061007842004,0.041250000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,9.061007842004,0.041300000000,,,,,,,mspd_2026-05-31_91282CLS8_278,91282CLS8,9.061007842004,9.061007842004,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CLS8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
279,Fixed,2024-10-31,2026-10-31,1.99863107,21.657698573764,0.041250000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,21.657698573764,0.041300000000,,,,,,,mspd_2026-05-31_91282CLS8_279,91282CLS8,21.657698573764,21.657698573764,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CLS8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
280,Fixed,2024-10-31,2026-10-31,1.99863107,31.584698146360,0.041250000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,31.584698146360,0.041300000000,,,,,,,mspd_2026-05-31_91282CLS8_280,91282CLS8,31.584698146360,31.584698146360,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CLS8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
281,Fixed,2016-11-15,2026-11-15,9.99863107,4.469703135526,0.020000000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,4.469703135526,0.020200000000,,,,,,,mspd_2026-05-31_912828U24_281,912828U24,4.469703135526,4.469703135526,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828U24,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
282,Fixed,2016-11-15,2026-11-15,9.99863107,8.792561736072,0.020000000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,8.792561736072,0.020200000000,,,,,,,mspd_2026-05-31_912828U24_282,912828U24,8.792561736072,8.792561736072,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828U24,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
283,Fixed,2016-11-15,2026-11-15,9.99863107,21.016056391463,0.020000000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,21.016056391463,0.020200000000,,,,,,,mspd_2026-05-31_912828U24_283,912828U24,21.016056391463,21.016056391463,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828U24,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
284,Fixed,2016-11-15,2026-11-15,9.99863107,30.648953539105,0.020000000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,30.648953539105,0.020200000000,,,,,,,mspd_2026-05-31_912828U24_284,912828U24,30.648953539105,30.648953539105,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828U24,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
285,Fixed,2023-11-15,2026-11-15,3.00068446,3.284260693757,0.046250000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,3.284260693757,0.047010000000,,,,,,,mspd_2026-05-31_91282CJK8_285,91282CJK8,3.284260693757,3.284260693757,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CJK8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
286,Fixed,2023-11-15,2026-11-15,3.00068446,6.460622558509,0.046250000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,6.460622558509,0.047010000000,,,,,,,mspd_2026-05-31_91282CJK8_286,91282CJK8,6.460622558509,6.460622558509,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CJK8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
287,Fixed,2023-11-15,2026-11-15,3.00068446,15.442235390461,0.046250000000,Foreign,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,15.442235390461,0.047010000000,,,,,,,mspd_2026-05-31_91282CJK8_287,91282CJK8,15.442235390461,15.442235390461,0.000000000000,Foreign,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CJK8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
288,Fixed,2023-11-15,2026-11-15,3.00068446,22.520321900850,0.046250000000,Private,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,22.520321900850,0.047010000000,,,,,,,mspd_2026-05-31_91282CJK8_288,91282CJK8,22.520321900850,22.520321900850,0.000000000000,Private,DU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:91282CJK8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
289,Fixed,2019-12-02,2026-11-30,6.99520876,2.268829312779,0.016250000000,Banks,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,2.268829312779,0.017190000000,,,,,,,mspd_2026-05-31_912828YU8_289,912828YU8,2.268829312779,2.268829312779,0.000000000000,Banks,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YU8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
290,Fixed,2019-12-02,2026-11-30,6.99520876,4.463120076736,0.016250000000,CB,Active,notes,0.000000000000,0.000000000000,0.0,0.0,0.0,0.0,0.0,,1.000000000000,4.463120076736,0.017190000000,,,,,,,mspd_2026-05-31_912828YU8_290,912828YU8,4.463120076736,4.463120076736,0.000000000000,CB,RU,fiscaldata_mspd_table_3_market;tsyparty_z1_holder_constraints,2026-05-31:Notes:912828YU8,security_cohort_total_with_constrained_holder_allocation,true,false,mspd_million_amounts_scaled_to_table1_class_total_and_converted_to_bil;holder_split_from_latest_z1_aggregate_not_cusip_holder_evidence;cusip_by_holder_public_source_unavailable,tdcsim_ratewall_source_backed_input_contract_not_evidence_mode
